,SEGMENTO,SEGMENTO_II,SUBSEGMENTO,TIPO,TIPO_II,SUBTIPO,SUBTIPO_II,INGREDIENTES,SABOR,PRESENTACION,ENVASE,RECURSO,UNIDADES_EN_000
10,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,FRASCO,1017,0.002
11,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,FRASCO,1022,0.151
12,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,FRASCO,1034,11.317
13,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,FRASCO,1364,1.527
14,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,FRASCO,1603,1.167
15,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,FRASCO,3700,0.004
16,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,FRASCO,6031,0.0
17,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,LATA,100,14.572
18,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,LATA,1001,16.412
19,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,LATA,1008,0.078
20,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,LATA,1013,0.12
21,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,LATA,1022,1.421
22,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,LATA,1034,291.944
23,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,LATA,1066,18.294
24,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,LATA,107,0.001
25,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,LATA,1355,0.0
26,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,ANCHOAS,SIN SABOR,SIN PRESENTACION,LATA,1364,1.184
27,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,CEBOLLA,SIN SABOR,SIN PRESENTACION,LATA,1001,0.0
28,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,CHILE JALAPENO,SIN SABOR,SIN PRESENTACION,LATA,101,0.0
29,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,CHORIZO,SIN SABOR,SIN PRESENTACION,LATA,1001,0.0
30,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,JALAPENO,SIN SABOR,SIN PRESENTACION,FRASCO,3701,0.47000000000000003
31,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,JAMON SERRANO,SIN SABOR,SIN PRESENTACION,LATA,100,15.012
32,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,JAMON SERRANO,SIN SABOR,SIN PRESENTACION,LATA,1001,9.639
33,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,JAMON SERRANO,SIN SABOR,SIN PRESENTACION,LATA,1034,55.905
34,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,NO DEFINIDO,SIN SABOR,SIN PRESENTACION,FRASCO,5287,0.052000000000000005
35,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA / DOY PACK,100,1051.731
36,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA / DOY PACK,1001,191.187
37,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA / DOY PACK,1008,31.005
38,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA / DOY PACK,101,66.27
39,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA / DOY PACK,1034,899.098
40,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA / DOY PACK,1066,355.38
41,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA / DOY PACK,107,0.0
42,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA / DOY PACK,140,0.608
43,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA / DOY PACK,153,2.629
44,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA / DOY PACK,225,0.683
45,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA / DOY PACK,2370,0.027
46,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA / DOY PACK,300,0.302
47,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA / DOY PACK,5889,2.305
48,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA / DOY PACK,8,0.0
49,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOLSA / DOY PACK,9859,0.0
50,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOTE,2370,0.002
51,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOTE,46,1.303
52,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOTE,569,0.524
53,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOTE,7236,0.069
54,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOTE,9026,0.0
55,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,BOTELLA,302,20.162
56,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,CHAROLA,7236,0.047
57,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,CUBETA,9356,0.0
58,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,100,288.822
59,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1001,109.937
60,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1002,1.1340000000000001
61,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1008,9.101
62,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,101,4.583
63,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1013,0.9289999999999999
64,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1017,0.023
65,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1022,1.611
66,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1034,244.522
67,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1050,3.988
68,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1066,43.725
69,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,107,0.0
70,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1079,1.457
71,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,109,1.651
72,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1095,0.439
73,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1097,0.0
74,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,114,38.023
75,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1273,3.38
76,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1300,0.158
77,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1306,2.214
78,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,134,0.0
79,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1355,0.022
80,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,136,12.635
81,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1364,1.201
82,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,140,0.026000000000000002
83,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,151,0.002
84,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,16,0.604
85,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,1603,7.737
86,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,200,21.596
87,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,2003,0.384
88,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,2045,0.012
89,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,226,0.709
90,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,2370,0.06
91,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,2445,0.0
92,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,300,10.062
93,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,3012,0.0
94,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,3172,0.813
95,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,32,0.09
96,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,3252,0.046
97,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,350,0.001
98,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,3653,3.566
99,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,3654,2.685
100,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,3700,6.553
101,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,3701,7.31
102,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,385,0.134
103,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,4370,0.0
104,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,46,0.026000000000000002
105,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,5140,0.0
106,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,5239,0.0
107,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,5287,9.873
108,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,536,0.0
109,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,5380,0.0
110,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,569,1.861
111,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,6066,0.02
112,ACEITUNAS,SIN SEGMENTO II,SIN SUBSEGMENTO,SIN TIPO,SIN TIPO II,SIN SUBTIPO,SIN SUBTIPO II,OTR. INGREDIENTES,SIN SABOR,SIN PRESENTACION,FRASCO,616,0.005
